sysname	chr	type	start	stop	orientation	genename	RNAseq_Brar_00_EXP	RNAseq_Brar_01_preMeiosis	RNAseq_Brar_02_DNArep	RNAseq_Brar_03_LepZyg	RNAseq_Brar_04_PachDip	RNAseq_Brar_05_Met1	RNAseq_Brar_06_Ana1	RNAseq_Brar_07_Met2	xRNAseq_Brar_08_Ana2	RNAseq_Brar_09_SporeEarly	RNAseq_Brar_10_SporeLate
	7	noncoding_exon	774349	774421	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tA%28AGC%29G	7	tRNA_gene	774349	774421	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	775193	777508	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR143W	7	gene	775193	777508	+	SKN1	18.8	76.3	74.1	77.4	78.9	56.3	39.1	48.2	52.7	127	122.4
YGR143W_mRNA	7	mRNA	775193	777508	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS729	7	ARS	777966	778214	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS729_ARS_consensus_sequence_1	7	ARS_consensus_sequence	778014	778028	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS729_ARS_consensus_sequence_2	7	ARS_consensus_sequence	778180	778196	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRWdelta23	7	long_terminal_repeat	778784	779112	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRWdelta24	7	long_terminal_repeat	779116	779224	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRCdelta25	7	long_terminal_repeat	779225	779515	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	noncoding_exon	779616	779687	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tG%28UCC%29G	7	tRNA_gene	779616	779687	+	SUF4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	780399	781379	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR144W	7	gene	780399	781379	+	THI4	1	7.1	10.5	14.2	29.9	21.7	21.4	5.9	5.3	7.8	7.4
YGR144W_mRNA	7	mRNA	780399	781379	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	781767	783890	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR145W	7	gene	781767	783890	+	ENP2	83.7	81.7	31	55.9	37.5	24.6	11.3	12.7	9.9	14.3	88.2
YGR145W_mRNA	7	mRNA	781767	783890	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	784223	784858	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR146C	7	gene	784223	784858	-	ECL1	24.5	207.1	165.4	98	91.5	106.1	73.7	28.1	27.7	17.2	123.1
YGR146C_mRNA	7	mRNA	784223	784858	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	785276	785437	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR146C-A	7	gene	785276	785437	-	Dubious_ORF	5.9	1.5	3.9	1.9	4.7	1.6	5.3	0	6.4	3	3.2
YGR146C-A_mRNA	7	mRNA	785276	785437	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	786054	786920	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR147C	7	gene	786054	786920	-	NAT2	227.4	280.4	161.8	173.2	96.6	66.9	45.6	36.5	31.5	50	90.4
YGR147C_mRNA	7	mRNA	786054	786920	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	787312	787779	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR148C	7	gene	787312	788178	-	RPL24B	4303.2	688.4	751.7	679.2	361.9	386.7	379	134.9	110.7	271.2	361.6
YGR148C_mRNA	7	mRNA	787312	788178	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	five_prime_UTR_intron	787787	788178	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	789031	790329	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR149W	7	gene	789031	790329	+	Dubious_ORF	23.2	95.7	106.4	75.3	54.7	55.5	34.7	38.2	37.3	48.4	40
YGR149W_mRNA	7	mRNA	789031	790329	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	790459	793053	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR150C	7	gene	790459	793053	-	CCM1	35.3	57.5	33.3	32.3	27.8	28.2	16	16	12.7	19.9	53.9
YGR150C_mRNA	7	mRNA	790459	793053	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRWdelta26	7	long_terminal_repeat	793237	793559	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	noncoding_exon	794417	794489	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tA%28UGC%29G	7	tRNA_gene	794417	794489	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	794655	794990	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR151C	7	gene	794655	794990	-	Dubious_ORF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR151C_mRNA	7	mRNA	794655	794990	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	794674	795492	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR152C	7	gene	794674	795492	-	RSR1	134.7	121.3	130.3	153.7	102.1	62.6	61.5	52.9	64.3	67.7	72.4
YGR152C_mRNA	7	mRNA	794674	795492	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	796092	796745	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR153W	7	gene	796092	796745	+	Dubious_ORF	10.8	128.5	183.6	200.8	227.5	187.2	332	417.3	332.3	217.1	189.3
YGR153W_mRNA	7	mRNA	796092	796745	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	796798	797868	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR154C	7	gene	796798	797868	-	GTO1	15.3	102.1	63.2	103.8	84.7	34	31.3	57.3	43.7	61.3	126.7
YGR154C_mRNA	7	mRNA	796798	797868	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	798543	800066	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR155W	7	gene	798543	800066	+	CYS4	217.1	445.5	165	172.6	173.9	151.5	116.3	78.6	82.9	71.5	431.2
YGR155W_mRNA	7	mRNA	798543	800066	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	800546	801823	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR156W	7	gene	800546	801823	+	PTI1	16.3	11.4	20.3	25.7	22.4	28.1	43.3	46.1	39.2	45.8	23.3
YGR156W_mRNA	7	mRNA	800546	801823	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	802440	805049	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR157W	7	gene	802440	805049	+	CHO2	42.7	356.1	169.7	134.4	98.6	123.6	109.3	99.1	104.2	68.2	158.7
YGR157W_mRNA	7	mRNA	802440	805049	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	805269	806021	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR158C	7	gene	805269	806021	-	MTR3	129.8	78.3	108.7	115.9	119.8	115.1	59.4	39.5	24.3	25	68.5
YGR158C_mRNA	7	mRNA	805269	806021	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	806412	807656	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR159C	7	gene	806412	807656	-	NSR1	713.8	360.5	285.3	340.1	207	73.1	55.3	67.3	35.7	96.5	430.2
YGR159C_mRNA	7	mRNA	806412	807656	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	807073	807684	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR160W	7	gene	807073	807684	+	Dubious_ORF	0.2	0	0.2	0	0.3	0.4	0.7	0.8	0.2	3.7	2.2
YGR160W_mRNA	7	mRNA	807073	807684	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	808629	809420	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR161C	7	gene	808629	809420	-	RTS3	10.5	458.7	165.7	218.5	426.9	748	445	303.9	258.4	307.9	342.3
YGR161C_mRNA	7	mRNA	808629	809420	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	810227	810505	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR161W-C	7	gene	810227	810505	+	Dubious_ORF	20.6	357.3	187	177.3	593	877.3	1959.2	2442.7	3213.1	1511.1	929.3
YGR161W-C_mRNA	7	mRNA	810227	810505	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRWdelta27	7	long_terminal_repeat	811447	811778	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRWTy2-2	7	LTR_retrotransposon	811447	817397	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	811738	813030	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	811738	813054	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR161W-A	7	transposable_element_gene	811738	813054	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR161W-B	7	transposable_element_gene	811738	817051	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	plus_1_translational_frameshift	813031	813031	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	813032	817051	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRWdelta28	7	long_terminal_repeat	817074	817397	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRCdelta29	7	long_terminal_repeat	817393	817724	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRCTy1-3	7	LTR_retrotransposon	817393	823306	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	817747	821709	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR161C-D	7	transposable_element_gene	817747	823015	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	821693	823015	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR161C-C	7	transposable_element_gene	821693	823015	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	plus_1_translational_frameshift	821710	821710	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	821711	823015	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRCdelta30	7	long_terminal_repeat	822975	823306	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	noncoding_exon	823482	823555	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tV%28AAC%29G2	7	tRNA_gene	823482	823555	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	824059	826917	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR162W	7	gene	824059	826917	+	TIF4631	141.1	91.5	56.7	50.7	42	57.7	42.5	43.4	37.4	31.3	83.3
YGR162W_mRNA	7	mRNA	824059	826917	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	827552	828577	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR163W	7	gene	827552	828577	+	GTR2	38.5	68.4	69.9	56.7	82.9	62.6	62.8	72.4	90	81.2	96.3
YGR163W_mRNA	7	mRNA	827552	828577	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	828625	828960	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR164W	7	gene	828625	828960	+	Dubious_ORF	0.3	2.5	1.1	2.7	4.9	7.2	6	6.3	9.2	6.6	4.9
YGR164W_mRNA	7	mRNA	828625	828960	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	noncoding_exon	828723	828794	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tR%28UCU%29G2	7	tRNA_gene	828723	828794	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	829116	830153	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR165W	7	gene	829116	830153	+	MRPS35	187	99.1	138.7	127	92.7	69.4	77.4	76.4	74.7	93.6	60.8
YGR165W_mRNA	7	mRNA	829116	830153	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	830515	832197	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR166W	7	gene	830515	832197	+	TRS65	33.1	33.3	29.5	23.7	26.1	34.8	23.5	30.4	21.7	14.8	32.3
YGR166W_mRNA	7	mRNA	830515	832197	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	832456	833157	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR167W	7	gene	832456	833157	+	CLC1	89.6	159.7	91.9	106	143	115.8	66.8	57.7	60.5	92.5	91.6
YGR167W_mRNA	7	mRNA	832456	833157	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	833352	834482	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR168C	7	gene	833352	834482	-	Dubious_ORF	81.1	72.7	172.1	165.6	121.3	93.6	75.2	58.1	41.8	45.7	92.2
YGR168C_mRNA	7	mRNA	833352	834482	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS731	7	ARS	834491	834734	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS731_ARS_consensus_sequence	7	ARS_consensus_sequence	834650	834664	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	834689	835903	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR169C	7	gene	834689	835903	-	PUS6	24.7	15.4	16.9	14.4	9.9	5.6	3.2	4.4	2.6	4.9	19.8
YGR169C_mRNA	7	mRNA	834689	835903	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	836387	836665	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR169C-A	7	gene	836387	836665	-	LSO2	238.1	214.1	146	195.2	153.9	84.4	65	126.6	208.6	227.3	168.4
YGR169C-A_mRNA	7	mRNA	836387	836665	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	837142	840558	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR170W	7	gene	837142	840558	+	PSD2	16.1	16	14.5	18.9	15.8	10.1	16.2	13.5	8.1	5.4	11.9
YGR170W_mRNA	7	mRNA	837142	840558	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	840824	842551	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR171C	7	gene	840824	842551	-	MSM1	19.8	16.1	21.9	19.9	15.3	13.7	6	3.7	2.2	6.7	13.5
YGR171C_mRNA	7	mRNA	840824	842551	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	842845	843591	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR172C	7	gene	842845	843591	-	YIP1	93.4	76.4	197.8	108.8	87.1	73.5	50.6	34.5	24.1	32.5	47.6
YGR172C_mRNA	7	mRNA	842845	843591	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	843854	844960	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR173W	7	gene	843854	844960	+	RBG2	200.1	176.9	143.9	179.5	115.8	90.7	56.6	56.1	51	52	109.3
YGR173W_mRNA	7	mRNA	843854	844960	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRWsigma7	7	long_terminal_repeat	845281	845602	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	noncoding_exon	845649	845719	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tG%28GCC%29G1	7	tRNA_gene	845649	845719	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	845893	846405	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR174C	7	gene	845893	846405	-	CBP4	24.9	244.8	119.9	162.5	132.1	67.1	26.8	24.6	16.4	55.8	76.1
YGR174C_mRNA	7	mRNA	845893	846405	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	846655	846741	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR174W-A	7	gene	846655	846741	+	Dubious_ORF	2.1	442.2	338.9	316.8	198.3	49.6	57.8	66.3	33.1	85.4	802
YGR174W-A_mRNA	7	mRNA	846655	846741	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	846933	848423	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR175C	7	gene	846933	848423	-	ERG1	918.1	291.2	329.6	405.9	238.8	341.2	225.7	109.6	91.1	128.6	119.9
YGR175C_mRNA	7	mRNA	846933	848423	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	848720	849067	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR176W	7	gene	848720	849067	+	Dubious_ORF	0.4	0.5	0.5	0	0.3	0.8	1.2	1.5	3	1.4	0.4
YGR176W_mRNA	7	mRNA	848720	849067	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	848829	850436	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR177C	7	gene	848829	850436	-	ATF2	45.5	8.2	9.1	12.6	9.4	12	15.7	10	7.7	7	10.6
YGR177C_mRNA	7	mRNA	848829	850436	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	851047	853215	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR178C	7	gene	851047	853215	-	PBP1	91.4	156.9	115.2	106	67.5	63.1	44.5	33.2	27.1	40	56.4
YGR178C_mRNA	7	mRNA	851047	853215	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	853675	854895	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR179C	7	gene	853675	854895	-	OKP1	40.8	48.3	71.1	106.6	132.2	88.4	113.9	111.1	74.6	48.5	56.7
YGR179C_mRNA	7	mRNA	853675	854895	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	855264	856301	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR180C	7	gene	855264	856301	-	RNR4	342.4	473.7	238.6	333.2	230.2	321.3	199.9	120.8	110.6	113.3	567.7
YGR180C_mRNA	7	mRNA	855264	856301	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	noncoding_exon	857378	857421	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tL%28CAA%29G3	7	tRNA_gene	857378	857491	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	intron	857422	857453	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	noncoding_exon	857454	857491	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	858287	858604	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR181W	7	gene	858287	858604	+	TIM13	95.1	89.2	64	67.2	74.9	60.8	58.3	39.8	47.1	47.4	66.1
YGR181W_mRNA	7	mRNA	858287	858604	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	858551	858904	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR182C	7	gene	858551	858904	-	Dubious_ORF	900.7	936.3	1916.3	967.8	998.3	709	717.7	506.4	501.1	651.4	616.1
YGR182C_mRNA	7	mRNA	858551	858904	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	859063	859260	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR183C	7	gene	859063	859476	-	QCR9	1165.3	1531.3	1803.7	1421.4	1645.4	1299.5	1099.2	709.3	698.2	720	465.5
YGR183C_mRNA	7	mRNA	859063	859476	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	intron	859261	859473	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	859474	859476	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	859901	865753	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR184C	7	gene	859901	865753	-	UBR1	18	33.2	32.9	36.5	63.6	73.2	48.1	32.2	40.6	50.8	85.3
YGR184C_mRNA	7	mRNA	859901	865753	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	866336	867520	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR185C	7	gene	866336	867520	-	TYS1	228.5	96.3	104.9	121.7	154.9	203.2	317.4	475.3	566.4	529.1	199
YGR185C_mRNA	7	mRNA	866336	867520	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	867774	869981	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR186W	7	gene	867774	869981	+	TFG1	38.6	84.6	42.3	60.7	58.8	57.6	43.1	34.5	32.5	78	87.8
YGR186W_mRNA	7	mRNA	867774	869981	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	870232	871416	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR187C	7	gene	870232	871416	-	HGH1	161.6	86.5	65.8	74.4	45.2	29.8	13	17.1	12.3	29.7	92.9
YGR187C_mRNA	7	mRNA	870232	871416	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	872044	875109	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR188C	7	gene	872044	875109	-	BUB1	16.1	10.9	26.3	24	21.1	16.7	11.2	14.8	14	19.5	21
YGR188C_mRNA	7	mRNA	872044	875109	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRWdelta31	7	long_terminal_repeat	875951	876279	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	noncoding_exon	876394	876466	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tK%28CUU%29G3	7	tRNA_gene	876394	876466	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	876669	878192	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR189C	7	gene	876669	878192	-	CRH1	175.2	359.4	183.7	145.8	94.9	123.5	68.6	33	25.1	52.4	42.4
YGR189C_mRNA	7	mRNA	876669	878192	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	noncoding_exon	878710	878745	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tW%28CCA%29G2	7	tRNA_gene	878710	878815	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	intron	878746	878779	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	noncoding_exon	878780	878815	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	880296	880661	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR190C	7	gene	880296	880661	-	Dubious_ORF	0.8	1.3	10.8	6	12.1	7.8	7.1	3.8	1.6	0.7	8.1
YGR190C_mRNA	7	mRNA	880296	880661	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	880420	882231	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR191W	7	gene	880420	882231	+	HIP1	91.3	68.8	64	70.3	50.8	55.4	43.1	35	24.4	24.1	83.4
YGR191W_mRNA	7	mRNA	880420	882231	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	882812	883810	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR192C	7	gene	882812	883810	-	TDH3	9407.8	1426.1	926.9	326.7	213.4	104.2	91.6	67.9	197.9	118.4	1978.8
YGR192C_mRNA	7	mRNA	882812	883810	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	884509	885741	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR193C	7	gene	884509	885741	-	PDX1	51	62.8	73.5	73.1	86.5	106.7	120.8	116.1	111.5	108.8	94.7
YGR193C_mRNA	7	mRNA	884509	885741	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	886073	887875	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR194C	7	gene	886073	887875	-	XKS1	9.1	58.7	103.1	86.3	92.3	44.8	33.1	29.6	21.4	19.3	18.6
YGR194C_mRNA	7	mRNA	886073	887875	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS737	7	ARS	888413	888493	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS737_ARS_consensus_sequence	7	ARS_consensus_sequence	888414	888430	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	888882	889622	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR195W	7	gene	888882	889622	+	SKI6	106.9	90.9	84.8	95.2	84.5	63.6	44.1	45.2	38.7	57.9	108.3
YGR195W_mRNA	7	mRNA	888882	889622	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	889733	892186	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR196C	7	gene	889733	892186	-	FYV8	22.8	39.1	26.5	31.7	48.5	38.3	53.3	135.1	91.9	90.5	78.7
YGR196C_mRNA	7	mRNA	889733	892186	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	892497	894140	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR197C	7	gene	892497	894140	-	SNG1	8.9	24.3	29.5	36.7	38.3	34.8	29	21	17	31.1	23.9
YGR197C_mRNA	7	mRNA	892497	894140	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	894693	897146	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR198W	7	gene	894693	897146	+	YPP1	52.6	31.8	64.9	63.3	62	71.4	65.6	56.3	38.2	24.2	58.7
YGR198W_mRNA	7	mRNA	894693	897146	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	897502	899781	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR199W	7	gene	897502	899781	+	PMT6	39.3	24.6	81.9	68.8	59.4	43.4	16.2	14.8	9.8	15.1	26.5
